# elotto v3 mode=649 focus=on items=5005/5005 blocks=49 paused_ms=0
order,item,n1,n2,n3,n4,n5,n6,e1,e2,z_raw,block
1345,1435,4,17,26,27,39,41,0,0,-1.234428,13
1346,569,4,5,22,29,39,41,0,0,-0.506132,13
1347,798,4,8,17,26,27,30,0,0,-1.599774,13
1348,1694,4,19,27,29,38,41,0,0,-1.094094,13
1349,4131,17,19,22,29,30,35,0,0,-1.402722,13
1350,670,4,5,27,30,39,41,0,0,-0.688006,13
1351,1311,4,17,19,30,35,36,0,0,-0.221471,13
1352,2386,5,8,26,27,35,41,0,0,0.532655,13
1353,1597,4,19,22,29,35,39,0,0,-0.547939,13
1354,1279,4,17,19,27,29,39,0,0,-1.791234,13
1355,2663,5,17,22,27,36,41,0,0,-2.270818,13
1356,1699,4,19,27,30,35,41,0,0,-1.201408,13
1357,445,4,5,19,26,36,39,0,0,-0.709842,13
1358,4614,19,22,27,29,39,41,0,0,-0.539685,13
1359,1211,4,17,19,22,26,27,0,0,-0.244105,13
1360,2506,5,17,19,22,27,29,0,0,-1.171850,13
1361,1959,4,27,29,35,36,41,0,0,-2.858514,13
1362,2158,5,8,17,35,36,38,0,0,-0.938317,13
1363,3410,8,17,22,26,27,29,0,0,-0.724222,13
1364,890,4,8,19,22,27,30,0,0,-2.198920,13
1365,717,4,8,17,19,22,27,0,0,-0.740199,13
1366,2274,5,8,19,30,36,41,0,0,0.685770,13
1367,1038,4,8,22,27,30,39,0,0,-0.547939,13
1368,2912,5,19,26,27,29,30,0,0,-3.023345,13
1369,2651,5,17,22,27,29,41,0,0,-0.047852,13
1370,3395,8,17,19,30,36,39,0,0,-0.019093,13
1371,635,4,5,26,30,39,41,0,0,-2.022638,13
1372,539,4,5,22,27,29,41,0,0,-0.639009,13
1373,1902,4,26,27,35,36,38,0,0,-2.247385,13
1374,4095,17,19,22,26,30,35,0,0,0.674585,13
1375,4459,17,26,29,30,36,41,0,0,-0.538619,13
1376,677,4,5,27,36,38,39,0,0,0.552626,13
1377,2186,5,8,19,22,29,38,0,0,-0.861892,13
1378,1007,4,8,22,26,27,41,0,0,-1.781115,13
1379,1100,4,8,26,27,36,38,0,0,-1.070927,13
1380,3667,8,19,22,27,38,41,0,0,-0.709576,13
1381,141,4,5,8,26,27,38,0,0,-2.211702,13
1382,1380,4,17,22,29,30,35,0,0,-1.563026,13
1383,1611,4,19,22,30,36,41,0,0,-0.682148,13
1384,2028,5,8,17,19,29,35,0,0,-1.960327,13
1385,349,4,5,17,27,38,41,0,0,-0.220672,13
1386,2513,5,17,19,22,29,30,0,0,-2.466273,13
1387,1183,4,8,29,30,38,39,0,0,-0.977194,13
1388,1787,4,22,26,30,35,36,0,0,0.064522,13
1389,3299,8,17,19,22,27,30,0,0,0.200861,13
1390,1815,4,22,27,29,35,41,0,0,-0.637678,13
1391,3121,5,22,27,35,36,41,0,0,-0.567911,13
1392,3555,8,17,27,29,35,36,0,0,-0.867484,13
1393,4087,17,19,22,26,27,39,0,0,1.334712,13
1394,1132,4,8,26,35,36,39,0,0,-0.480302,13
1395,1640,4,19,26,27,36,38,0,0,-1.500981,13
1396,4796,22,26,27,29,30,35,0,0,-1.529208,13
1397,955,4,8,19,27,30,41,0,0,0.024046,13
1398,3697,8,19,22,35,38,39,0,0,-0.877070,13
1399,2487,5,8,30,35,38,41,0,0,-2.121697,13
1400,826,4,8,17,27,29,35,0,0,0.664999,13
1401,4751,19,27,29,35,36,39,0,0,-1.759813,13
1402,4815,22,26,27,30,36,38,0,0,-0.728482,13
1403,379,4,5,17,35,38,39,0,0,-1.794697,13
1404,1266,4,17,19,26,35,38,0,0,-1.941154,13
1405,4867,22,27,29,30,35,38,0,0,-1.399526,13
1406,4825,22,26,27,35,38,41,0,0,1.230328,13
1407,1134,4,8,26,35,38,39,0,0,-0.318666,13
1408,4792,19,30,35,36,39,41,0,0,-1.747563,13
1409,3291,8,17,19,22,26,29,0,0,0.199795,13
1410,2291,5,8,22,26,27,36,0,0,-0.239579,13
1411,600,4,5,26,27,30,41,0,0,-0.370326,13
1412,599,4,5,26,27,30,39,0,0,-1.183567,13
1413,947,4,8,19,27,29,36,0,0,0.223761,13
1414,3937,8,22,29,36,38,39,0,0,-0.706114,13
1415,3065,5,22,26,29,35,38,0,0,-1.297538,13
1416,3620,8,19,22,26,27,29,0,0,-0.539152,13
1417,2577,5,17,19,27,36,38,0,0,-1.536131,13
1418,1690,4,19,27,29,36,38,0,0,1.334445,13
1419,1136,4,8,26,35,39,41,0,0,0.968833,13
1420,1883,4,26,27,29,35,38,0,0,-1.798424,13
1421,3788,8,19,27,35,38,39,0,0,-1.105811,13
1422,3868,8,22,26,30,35,39,0,0,0.985875,13
1423,2307,5,8,22,26,35,38,0,0,-1.591785,13
1424,139,4,5,8,26,27,35,0,0,-1.733716,13
1425,1526,4,17,30,35,36,38,0,0,-1.168123,13
1426,2098,5,8,17,26,30,36,0,0,-1.641848,13
1427,2263,5,8,19,29,36,39,0,0,-1.797892,13
1428,4197,17,19,26,29,36,39,0,0,0.176095,13
1429,2073,5,8,17,22,30,41,0,0,-1.673269,13
1430,271,4,5,17,22,26,38,0,0,-0.733808,13
1431,1560,4,19,22,26,35,38,0,0,-1.820793,13
1432,3048,5,22,26,27,30,41,0,0,0.764857,13
1433,2277,5,8,19,30,39,41,0,0,-1.986423,13
1434,3224,5,26,30,35,39,41,0,0,-1.120191,13
1435,136,4,5,8,22,39,41,0,0,-0.815558,13
1436,1986,4,29,30,35,38,41,0,0,0.499901,13
1437,1789,4,22,26,30,35,39,0,0,-1.023795,13
1438,3658,8,19,22,27,30,41,0,0,-0.654720,13
1439,4613,19,22,27,29,38,41,0,0,-1.408846,13
1440,2161,5,8,17,35,38,39,0,0,0.926759,13
1441,967,4,8,19,29,30,36,0,0,-1.282093,13
1442,1423,4,17,26,27,30,38,0,0,-1.541723,13
1443,4232,17,19,27,29,36,39,0,0,-2.081115,14
1444,414,4,5,19,22,35,39,0,0,-3.711060,14
1445,1096,4,8,26,27,35,36,0,0,-3.140672,14
1446,2103,5,8,17,26,35,38,0,0,-0.132957,14
1447,4988,27,29,35,36,38,39,0,0,-4.028740,14
1448,4148,17,19,22,30,35,39,0,0,-3.200054,14
1449,2954,5,19,26,30,36,41,0,0,-2.790771,14
1450,2823,5,17,35,36,38,39,0,0,-2.237159,14
1451,2267,5,8,19,29,39,41,0,0,-0.917440,14
1452,2351,5,8,22,29,39,41,0,0,-3.154785,14
1453,104,4,5,8,22,26,35,0,0,-1.597537,14
1454,823,4,8,17,26,38,41,0,0,-1.175472,14
1455,1328,4,17,19,36,38,41,0,0,-1.529367,14
1456,3964,8,26,27,29,35,41,0,0,-1.501674,14
1457,821,4,8,17,26,36,41,0,0,-2.388677,14
1458,4394,17,22,29,35,36,39,0,0,-3.753399,14
1459,1127,4,8,26,30,36,41,0,0,-0.879893,14
1460,2944,5,19,26,29,36,41,0,0,-0.656478,14
1461,3386,8,17,19,29,36,41,0,0,-2.423295,14
1462,3498,8,17,26,27,29,39,0,0,-1.902170,14
1463,1107,4,8,26,29,30,36,0,0,-0.835423,14
1464,4626,19,22,27,35,36,39,0,0,-1.547475,14
1465,3112,5,22,27,30,35,41,0,0,-2.141828,14
1466,2224,5,8,19,26,35,39,0,0,-1.383709,14
1467,3631,8,19,22,26,29,39,0,0,-0.539844,14
1468,3553,8,17,27,29,30,39,0,0,-1.065229,14
1469,3664,8,19,22,27,36,39,0,0,-0.717191,14
1470,1300,4,17,19,29,30,41,0,0,-2.970248,14
1471,1551,4,19,22,26,29,38,0,0,-1.183195,14
1472,1669,4,19,26,30,38,41,0,0,-2.079784,14
1473,1584,4,19,22,27,36,38,0,0,-0.711067,14
1474,754,4,8,17,19,35,41,0,0,-1.441227,14
1475,4598,19,22,26,36,39,41,0,0,-3.863376,14
1476,2163,5,8,17,35,39,41,0,0,-3.786951,14
1477,1646,4,19,26,29,30,35,0,0,-2.354326,14
1478,1991,4,29,30,38,39,41,0,0,1.107941,14
1479,2931,5,19,26,27,38,41,0,0,-3.268490,14
1480,4762,19,27,30,35,36,41,0,0,-1.911756,14
1481,1200,4,8,30,35,38,41,0,0,-3.933143,14
1482,4438,17,26,27,30,36,39,0,0,-2.102684,14
1483,3910,8,22,27,30,39,41,0,0,-0.851400,14
1484,3826,8,19,35,36,38,41,0,0,-3.017647,14
1485,368,4,5,17,30,35,39,0,0,-2.841099,14
1486,1865,4,22,30,35,38,39,0,0,-2.047829,14
1487,2558,5,17,19,26,36,41,0,0,-2.306394,14
1488,2922,5,19,26,27,30,41,0,0,-1.008509,14
1489,4249,17,19,27,35,36,41,0,0,-1.816958,14
1490,3904,8,22,27,30,35,41,0,0,-1.824946,14
1491,4458,17,26,29,30,36,39,0,0,-3.235470,14
1492,4239,17,19,27,30,35,39,0,0,-0.299120,14
1493,4026,8,27,29,30,35,36,0,0,-1.770358,14
1494,210,4,5,8,30,39,41,0,0,-2.611825,14
1495,4595,19,22,26,35,39,41,0,0,-1.219676,14
1496,1738,4,19,30,35,36,41,0,0,-2.007886,14
1497,2464,5,8,29,30,35,38,0,0,-2.888498,14
1498,4263,17,19,29,30,36,41,0,0,-2.474953,14
1499,4843,22,26,29,35,36,41,0,0,-1.448150,14
1500,996,4,8,19,35,39,41,0,0,-1.982588,14
1501,2559,5,17,19,26,38,39,0,0,-4.420448,14
1502,2799,5,17,29,30,36,41,0,0,-1.599401,14
1503,132,4,5,8,22,36,39,0,0,-1.926668,14
1504,153,4,5,8,26,30,39,0,0,-2.312252,14
1505,346,4,5,17,27,36,39,0,0,-3.131618,14
1506,3865,8,22,26,29,39,41,0,0,-3.000605,14
1507,1888,4,26,27,29,36,41,0,0,-3.213901,14
1508,4590,19,22,26,35,36,38,0,0,-1.574370,14
1509,2825,5,17,35,36,39,41,0,0,-0.828766,14
1510,4565,19,22,26,29,30,35,0,0,-0.755537,14
1511,1338,4,17,22,26,29,30,0,0,-2.828317,14
1512,1906,4,26,27,35,38,41,0,0,-3.247187,14
1513,3256,5,27,30,35,36,41,0,0,-1.747723,14
1514,529,4,5,22,26,36,39,0,0,-2.900481,14
1515,980,4,8,19,29,39,41,0,0,-1.148045,14
1516,1434,4,17,26,27,38,41,0,0,-0.845808,14
1517,1400,4,17,22,30,36,39,0,0,-1.337108,14
1518,4274,17,19,29,36,38,41,0,0,-0.926760,14
1519,3552,8,17,27,29,30,38,0,0,-1.921076,14
1520,952,4,8,19,27,30,36,0,0,-3.605609,14
1521,2868,5,19,22,27,35,38,0,0,-2.063540,14
1522,4653,19,22,29,36,39,41,0,0,-0.959513,14
1523,2575,5,17,19,27,35,39,0,0,-2.974509,14
1524,2751,5,17,26,35,38,39,0,0,-2.015076,14
1525,3466,8,17,22,29,35,39,0,0,-2.418501,14
1526,3946,8,22,30,35,39,41,0,0,-2.069664,14
1527,945,4,8,19,27,29,30,0,0,-3.237601,14
1528,1145,4,8,27,29,30,41,0,0,-3.067975,14
1529,1832,4,22,27,35,36,38,0,0,-1.798850,14
1530,468,4,5,19,27,38,39,0,0,-2.570285,14
1531,2476,5,8,29,35,38,39,0,0,-1.695797,14
1532,2608,5,17,19,35,36,38,0,0,-1.509396,14
1533,4305,17,22,26,27,35,39,0,0,-2.310655,14
1534,4707,19,26,29,30,35,39,0,0,-1.596472,14
1535,765,4,8,17,22,26,36,0,0,-1.814029,14
1536,744,4,8,17,19,29,39,0,0,-1.873677,14
1537,3387,8,17,19,29,38,39,0,0,-0.098340,14
1538,2923,5,19,26,27,35,36,0,0,-2.184701,14
1539,984,4,8,19,30,35,41,0,0,-2.285357,14
1540,2488,5,8,30,35,39,41,0,0,-1.710710,14
1541,2972,5,19,27,29,30,41,0,0,-1.006113,14
1542,1273,4,17,19,26,38,41,0,0,-2.335952,14
1543,2159,5,8,17,35,36,39,0,0,-2.552177,14
1544,3189,5,26,27,35,36,38,0,0,-1.784737,14
1545,2032,5,8,17,19,29,41,0,0,-3.483650,14
1546,3792,8,19,27,36,38,41,0,0,-3.087947,15
1547,4441,17,26,27,30,38,41,0,0,-3.027766,15
1548,1078,4,8,22,35,38,39,0,0,-2.989154,15
1549,1733,4,19,29,36,38,41,0,0,-2.861337,15
1550,2169,5,8,19,22,26,29,0,0,-1.995371,15
1551,1642,4,19,26,27,36,41,0,0,-0.610676,15
1552,4120,17,19,22,27,30,41,0,0,-2.708222,15
1553,1998,4,30,35,36,38,41,0,0,-0.789621,15
1554,2547,5,17,19,26,30,35,0,0,-2.616885,15
1555,936,4,8,19,26,35,38,0,0,-1.540818,15
1556,3142,5,22,29,35,38,39,0,0,-0.245330,15
1557,1788,4,22,26,30,35,38,0,0,-1.257755,15
1558,254,4,5,17,19,30,39,0,0,-1.168282,15
1559,4893,22,27,30,36,38,41,0,0,-3.356365,15
1560,459,4,5,19,27,30,39,0,0,-1.166684,15
1561,2355,5,8,22,30,35,41,0,0,-2.421164,15
1562,2463,5,8,29,30,35,36,0,0,-1.690738,15
1563,4241,17,19,27,30,36,38,0,0,-1.592744,15
1564,234,4,5,17,19,26,36,0,0,-2.100554,15
1565,4896,22,27,35,36,38,39,0,0,-1.250565,15
1566,2466,5,8,29,30,35,41,0,0,-0.736364,15
1567,333,4,5,17,27,29,38,0,0,-2.083512,15
1568,3730,8,19,26,29,35,36,0,0,-2.389209,15
1569,4169,17,19,26,27,29,38,0,0,-2.275238,15
1570,607,4,5,26,27,36,41,0,0,-1.863558,15
1571,2443,5,8,27,30,35,36,0,0,-2.272575,15
1572,551,4,5,22,27,36,41,0,0,-3.147862,15
1573,3854,8,22,26,29,30,39,0,0,-1.950102,15
1574,2394,5,8,26,29,30,36,0,0,-2.474421,15
1575,2037,5,8,17,19,30,41,0,0,-3.907579,15
1576,1848,4,22,29,30,36,41,0,0,-1.138991,15
1577,1094,4,8,26,27,30,39,0,0,-3.686827,15
1578,4810,22,26,27,29,39,41,0,0,-2.822991,15
1579,4821,22,26,27,35,36,38,0,0,-2.954537,15
1580,2424,5,8,26,36,38,39,0,0,-2.299470,15
1581,384,4,5,17,36,39,41,0,0,-3.019511,15
1582,2043,5,8,17,19,36,39,0,0,-2.384416,15
1583,343,4,5,17,27,35,39,0,0,-3.416013,15
1584,1126,4,8,26,30,36,39,0,0,-2.103483,15
1585,1048,4,8,22,27,38,41,0,0,-3.817308,15
1586,4743,19,27,29,30,35,41,0,0,-3.380064,15
1587,1637,4,19,26,27,35,38,0,0,-1.262015,15
1588,4817,22,26,27,30,36,41,0,0,-0.772313,15
1589,358,4,5,17,29,35,39,0,0,-1.573305,15
1590,1873,4,22,35,36,38,41,0,0,-3.642357,15
1591,3109,5,22,27,30,35,36,0,0,-2.194553,15
1592,3644,8,19,22,26,36,41,0,0,-1.386637,15
1593,4571,19,22,26,29,35,38,0,0,-2.830181,15
1594,318,4,5,17,26,30,39,0,0,-2.135704,15
1595,3683,8,19,22,29,39,41,0,0,-2.513832,15
1596,3799,8,19,29,30,36,38,0,0,-2.064605,15
1597,845,4,8,17,27,39,41,0,0,-2.343941,15
1598,4228,17,19,27,29,35,38,0,0,-4.281713,15
1599,11,4,5,8,17,22,26,0,0,-1.884062,15
1600,4244,17,19,27,30,38,39,0,0,-2.137301,15
1601,5001,29,30,35,36,39,41,0,0,-3.172360,15
1602,34,4,5,8,17,27,41,0,0,-1.082005,15
1603,596,4,5,26,27,30,35,0,0,-1.986051,15
1604,2099,5,8,17,26,30,38,0,0,-1.943178,15
1605,4061,8,29,30,35,36,38,0,0,-3.521729,15
1606,3542,8,17,26,35,36,41,0,0,-2.969982,15
1607,4696,19,26,27,35,36,39,0,0,-1.342701,15
1608,3003,5,19,29,30,35,36,0,0,-3.654074,15
1609,1553,4,19,22,26,29,41,0,0,-2.144491,15
1610,4261,17,19,29,30,36,38,0,0,-2.118662,15
1611,137,4,5,8,26,27,29,0,0,-1.206628,15
1612,863,4,8,17,30,35,39,0,0,-2.225975,15
1613,2509,5,17,19,22,27,36,0,0,-0.509754,15
1614,873,4,8,17,35,36,41,0,0,-3.780561,15
1615,695,4,5,29,35,38,41,0,0,-0.558751,15
1616,2333,5,8,22,27,36,41,0,0,-1.300360,15
1617,3046,5,22,26,27,30,38,0,0,-2.552177,15
1618,3485,8,17,22,35,36,39,0,0,-1.087065,15
1619,354,4,5,17,29,30,39,0,0,-1.277726,15
1620,2314,5,8,22,26,38,41,0,0,-3.127624,15
1621,3895,8,22,27,29,36,38,0,0,-2.853880,15
1622,4031,8,27,29,30,36,39,0,0,-4.953555,15
1623,155,4,5,8,26,35,36,0,0,-0.800273,15
1624,4503,17,27,29,35,39,41,0,0,-3.473797,15
1625,224,4,5,17,19,22,30,0,0,-2.031319,15
1626,105,4,5,8,22,26,36,0,0,-1.636415,15
1627,2026,5,8,17,19,27,41,0,0,-3.062383,15
1628,4003,8,26,29,35,36,41,0,0,-2.743638,15
1629,4838,22,26,29,30,38,39,0,0,-0.931819,15
1630,964,4,8,19,27,38,41,0,0,-1.349624,15
1631,3460,8,17,22,29,30,36,0,0,-1.880866,15
1632,2290,5,8,22,26,27,35,0,0,-2.643780,15
1633,1026,4,8,22,26,38,39,0,0,-2.402523,15
1634,3059,5,22,26,29,30,35,0,0,-1.408207,15
1635,4455,17,26,29,30,35,39,0,0,-3.461548,15
1636,3675,8,19,22,29,35,38,0,0,-2.774527,15
1637,4621,19,22,27,30,36,41,0,0,-2.828050,15
1638,3037,5,19,36,38,39,41,0,0,-3.408557,15
1639,1660,4,19,26,29,39,41,0,0,-3.780028,15
1640,2331,5,8,22,27,36,38,0,0,-1.357612,15
1641,1167,4,8,27,35,36,39,0,0,-2.587061,15
1642,581,4,5,22,35,36,39,0,0,-1.798052,15
1643,3916,8,22,27,35,39,41,0,0,-2.380688,15
1644,1811,4,22,27,29,30,41,0,0,-3.849795,15
1645,1800,4,22,26,35,38,39,0,0,-2.058214,15
1646,4277,17,19,30,35,36,38,0,0,-2.772130,15
1647,82,4,5,8,19,29,36,0,0,-3.153454,15
1648,2303,5,8,22,26,30,38,0,0,-2.370835,15
1649,4165,17,19,22,38,39,41,0,0,-1.223244,16
1650,582,4,5,22,35,36,41,0,0,-1.799756,16
1651,1135,4,8,26,35,38,41,0,0,0.034431,16
1652,3005,5,19,29,30,35,39,0,0,-2.753863,16
1653,4855,22,26,30,35,38,41,0,0,-0.981189,16
1654,4938,26,27,29,36,38,39,0,0,-0.777746,16
1655,1349,4,17,22,26,35,36,0,0,-0.472580,16
1656,3216,5,26,29,36,38,41,0,0,-0.260349,16
1657,2628,5,17,22,26,29,38,0,0,-1.208865,16
1658,3135,5,22,29,30,36,41,0,0,-1.252003,16
1659,4279,17,19,30,35,36,41,0,0,-0.512790,16
1660,2924,5,19,26,27,35,38,0,0,-3.678945,16
1661,1916,4,26,29,30,36,38,0,0,0.635974,16
1662,370,4,5,17,30,36,38,0,0,-0.832334,16
1663,1702,4,19,27,30,36,41,0,0,-0.659514,16
1664,4504,17,27,29,36,38,39,0,0,-0.951897,16
1665,814,4,8,17,26,30,41,0,0,-1.727592,16
1666,4659,19,22,30,35,38,41,0,0,-1.347600,16
1667,692,4,5,29,35,36,39,0,0,-1.287685,16
1668,895,4,8,19,22,27,41,0,0,-1.457843,16
1669,226,4,5,17,19,22,36,0,0,-1.674601,16
1670,755,4,8,17,19,36,38,0,0,-1.042701,16
1671,4111,17,19,22,27,29,35,0,0,-0.917812,16
1672,531,4,5,22,26,38,39,0,0,-0.525305,16
1673,3732,8,19,26,29,35,39,0,0,-0.331448,16
1674,1436,4,17,26,29,30,35,0,0,-1.776056,16
1675,3625,8,19,22,26,27,39,0,0,-2.147794,16
1676,2809,5,17,29,36,38,39,0,0,-1.092231,16
1677,2384,5,8,26,27,35,38,0,0,-0.421719,16
1678,1217,4,17,19,22,26,39,0,0,0.940873,16
1679,1492,4,17,27,30,36,41,0,0,-0.215879,16
1680,4432,17,26,27,29,39,41,0,0,-2.714453,16
1681,3481,8,17,22,30,38,39,0,0,-1.123120,16
1682,4768,19,27,30,36,39,41,0,0,-2.271084,16
1683,4030,8,27,29,30,36,38,0,0,0.086890,16
1684,1938,4,26,30,36,38,39,0,0,-1.434143,16
1685,1605,4,19,22,30,35,36,0,0,-1.753422,16
1686,1522,4,17,29,36,38,39,0,0,0.206453,16
1687,598,4,5,26,27,30,38,0,0,-0.899705,16
1688,708,4,5,30,36,38,41,0,0,-2.299843,16
1689,2247,5,8,19,27,36,38,0,0,-1.091964,16
1690,1509,4,17,29,30,35,41,0,0,0.936346,16
1691,1348,4,17,22,26,30,41,0,0,0.388060,16
1692,992,4,8,19,35,36,39,0,0,-1.587525,16
1693,173,4,5,8,27,30,38,0,0,-1.691643,16
1694,1867,4,22,30,35,39,41,0,0,-0.253692,16
1695,1898,4,26,27,30,36,41,0,0,-1.308722,16
1696,4077,8,30,35,36,38,41,0,0,-1.392603,16
1697,2195,5,8,19,22,35,38,0,0,-3.313599,16
1698,3227,5,26,30,36,39,41,0,0,-0.133863,16
1699,389,4,5,19,22,26,35,0,0,-2.325673,16
1700,2232,5,8,19,27,29,30,0,0,-0.815026,16
1701,4803,22,26,27,29,35,39,0,0,-0.435300,16
1702,609,4,5,26,27,38,41,0,0,-1.697768,16
1703,3817,8,19,30,35,36,41,0,0,-1.526811,16
1704,3211,5,26,29,35,36,41,0,0,-2.636696,16
1705,1455,4,17,26,30,36,38,0,0,-2.632969,16
1706,4529,17,29,30,36,38,39,0,0,-0.110163,16
1707,1079,4,8,22,35,38,41,0,0,-2.170161,16
1708,1283,4,17,19,27,30,38,0,0,-1.181703,16
1709,4482,17,26,30,38,39,41,0,0,-1.732385,16
1710,269,4,5,17,22,26,35,0,0,-3.797177,16
1711,1807,4,22,27,29,30,35,0,0,-0.246236,16
1712,716,4,8,17,19,22,26,0,0,-0.924203,16
1713,2750,5,17,26,35,36,41,0,0,-2.068174,16
1714,331,4,5,17,27,29,35,0,0,-1.333486,16
1715,3183,5,26,27,30,36,38,0,0,-2.353899,16
1716,1058,4,8,22,29,35,41,0,0,-1.211793,16
1717,1633,4,19,26,27,30,38,0,0,-1.476750,16
1718,1308,4,17,19,29,38,39,0,0,-3.484023,16
1719,1565,4,19,22,26,36,41,0,0,-1.604301,16
1720,1213,4,17,19,22,26,30,0,0,-1.056282,16
1721,4515,17,27,30,36,38,41,0,0,-1.675932,16
1722,3267,5,27,35,38,39,41,0,0,-2.728034,16
1723,3120,5,22,27,35,36,39,0,0,-0.330382,16
1724,2777,5,17,27,30,36,38,0,0,-1.624539,16
1725,1607,4,19,22,30,35,39,0,0,-3.091782,16
1726,2810,5,17,29,36,38,41,0,0,-2.022106,16
1727,978,4,8,19,29,38,39,0,0,-0.930860,16
1728,2322,5,8,22,27,30,35,0,0,-1.484471,16
1729,124,4,5,8,22,30,38,0,0,-1.635190,16
1730,2977,5,19,27,29,36,38,0,0,-0.330383,16
1731,4262,17,19,29,30,36,39,0,0,-0.533028,16
1732,1320,4,17,19,30,39,41,0,0,-0.802244,16
1733,4465,17,26,29,35,36,41,0,0,-0.959353,16
1734,4656,19,22,30,35,36,39,0,0,-1.456246,16
1735,4755,19,27,29,35,39,41,0,0,-2.619921,16
1736,4477,17,26,30,35,38,41,0,0,-1.127380,16
1737,4128,17,19,22,27,38,39,0,0,-0.935387,16
1738,4588,19,22,26,30,38,41,0,0,-0.067024,16
1739,2872,5,19,22,27,36,39,0,0,-0.386569,16
1740,2425,5,8,26,36,38,41,0,0,-0.938050,16
1741,3366,8,17,19,27,35,38,0,0,-2.479054,16
1742,1241,4,17,19,22,36,38,0,0,-2.835880,16
1743,1215,4,17,19,22,26,36,0,0,-1.752889,16
1744,3263,5,27,30,38,39,41,0,0,-0.872277,16
1745,3311,8,17,19,22,30,35,0,0,-2.225549,16
1746,315,4,5,17,26,30,35,0,0,-2.591161,16
1747,1769,4,22,26,27,38,39,0,0,-2.171493,16
1748,1942,4,26,35,36,38,39,0,0,-0.060634,16
1749,3721,8,19,26,27,36,41,0,0,-1.805348,16
1750,640,4,5,26,35,38,41,0,0,-2.751200,16
1751,1399,4,17,22,30,36,38,0,0,-0.217210,16
1752,1636,4,19,26,27,35,36,0,0,-1.781089,17
1753,486,4,5,19,30,35,36,0,0,-2.258542,17
1754,1973,4,27,30,36,38,39,0,0,-4.242915,17
1755,3158,5,22,30,38,39,41,0,0,-4.204037,17
1756,348,4,5,17,27,38,39,0,0,-4.001925,17
1757,660,4,5,27,29,39,41,0,0,-3.891149,17
1758,4531,17,29,30,36,39,41,0,0,-3.780374,17
1759,689,4,5,29,30,38,41,0,0,-2.384762,17
1760,1306,4,17,19,29,36,39,0,0,-3.616607,17
1761,4272,17,19,29,35,39,41,0,0,-2.336298,17
1762,4090,17,19,22,26,29,35,0,0,-1.708659,17
1763,2205,5,8,19,26,27,30,0,0,-0.635788,17
1764,1945,4,26,35,38,39,41,0,0,-3.069920,17
1765,4954,26,27,35,36,39,41,0,0,-3.709275,17
1766,431,4,5,19,26,29,36,0,0,-2.104895,17
1767,2018,5,8,17,19,26,39,0,0,-1.583770,17
1768,4512,17,27,30,35,38,41,0,0,-1.850590,17
1769,915,4,8,19,22,38,41,0,0,-2.153624,17
1770,4025,8,26,36,38,39,41,0,0,-1.511073,17
1771,2080,5,8,17,22,36,41,0,0,-1.845531,17
1772,2310,5,8,22,26,36,38,0,0,-0.583862,17
1773,2313,5,8,22,26,38,39,0,0,-2.783394,17
1774,3558,8,17,27,29,35,41,0,0,-1.038414,17
1775,3070,5,22,26,29,36,41,0,0,-2.724013,17
1776,1214,4,17,19,22,26,35,0,0,-2.227919,17
1777,3471,8,17,22,29,38,39,0,0,-2.170135,17
1778,3368,8,17,19,27,35,41,0,0,-3.035834,17
1779,2393,5,8,26,29,30,35,0,0,-0.855475,17
1780,3342,8,17,19,26,30,39,0,0,-2.029269,17
1781,1767,4,22,26,27,36,39,0,0,-4.235192,17
1782,1622,4,19,22,36,38,41,0,0,-3.415027,17
1783,602,4,5,26,27,35,38,0,0,-2.835054,17
1784,240,4,5,17,19,27,35,0,0,-2.775406,17
1785,1458,4,17,26,30,38,39,0,0,-1.717979,17
1786,1232,4,17,19,22,30,35,0,0,-2.948758,17
1787,832,4,8,17,27,30,36,0,0,-1.401097,17
1788,542,4,5,22,27,30,38,0,0,-2.845706,17
1789,1672,4,19,26,35,36,39,0,0,-3.546041,17
1790,3369,8,17,19,27,36,38,0,0,-2.728273,17
1791,4357,17,22,27,29,36,38,0,0,-2.642528,17
1792,1967,4,27,30,35,36,38,0,0,-2.991897,17
1793,2613,5,17,19,35,39,41,0,0,-2.432694,17
1794,3596,8,17,29,35,36,39,0,0,-1.688687,17
1795,1950,4,27,29,30,35,41,0,0,-4.646607,17
1796,4716,19,26,29,35,36,39,0,0,-2.708568,17
1797,4818,22,26,27,30,38,39,0,0,-1.546224,17
1798,202,4,5,8,30,35,38,0,0,-2.729338,17
1799,900,4,8,19,22,29,39,0,0,-5.150688,17
1800,402,4,5,19,22,29,35,0,0,-2.503526,17
1801,295,4,5,17,22,35,41,0,0,-3.289341,17
1802,4563,19,22,26,27,38,41,0,0,-1.696942,17
1803,1952,4,27,29,30,36,39,0,0,-1.946986,17
1804,2352,5,8,22,30,35,36,0,0,-2.130458,17
1805,1899,4,26,27,30,38,39,0,0,-3.851739,17
1806,3096,5,22,27,29,30,38,0,0,-2.614568,17
1807,3906,8,22,27,30,36,39,0,0,-2.526693,17
1808,1819,4,22,27,29,38,39,0,0,-0.842427,17
1809,4543,17,35,36,38,39,41,0,0,-3.072050,17
1810,420,4,5,19,22,38,41,0,0,-4.385645,17
1811,3588,8,17,29,30,35,41,0,0,-2.273987,17
1812,645,4,5,26,38,39,41,0,0,-1.388581,17
