# elotto v3 mode=649 focus=off score=high items=407/420 ranked=323 excl=84 void=0 blocks=4 paused_ms=0 pass_mean=-0,087758 pass_sigma=1,013669 pass_chi2=333,3502 pass_stouffer=-1,5772 v_eff=1,0560 null_flags=0 drift_t=0.00 unlimited=on runs_cap=100 rounds=5 run_s=1,00 run_segs=26087 gap_s=0,50
# nodes=master,192.168.178.145,192.168.178.155,192.168.178.103
order;item;n1;n2;n3;n4;n5;n6;e1;e2;z_raw;z_ctr;block;k;skip_rank;z0;z1;z2;z3;round
221;13;8;9;15;32;38;49;0;0;-2,527578;-1,4867;2;4;1;-1,825614;-1,042920;-1,076631;-1,109991;3
222;64;9;15;22;38;42;49;0;0;-0,937937;0,1029;2;4;1;-1,055967;0,943803;-0,142372;-1,621338;3
223;45;8;15;22;42;46;49;0;0;-2,804704;-1,7639;2;4;1;-3,652979;-0,897572;-1,587978;0,529122;3
224;81;15;22;32;42;46;49;0;0;0,324670;1,3655;2;4;1;-1,590079;-0,312675;0,150077;2,402018;3
225;46;8;15;32;38;42;46;0;0;-1,513202;-0,4724;2;4;1;-1,319521;-1,000892;-0,675609;-0,030383;3
226;24;8;9;22;32;42;46;0;0;-0,943190;0,0977;2;4;1;-1,844002;-1,159374;0,926729;0,190267;3
227;62;9;15;22;32;46;49;0;0;-2,401055;-1,3602;2;4;1;-2,643419;0,620709;-0,751785;-2,027614;3
228;30;8;9;22;42;46;49;0;0;0,009019;1,0499;2;4;1;0,334477;-0,796003;0,418884;0,060679;3
229;27;8;9;22;38;42;46;0;0;1,233975;2,2748;2;4;1;-0,485955;-0,181336;1,178900;1,956340;3
230;60;9;15;22;32;42;46;0;0;-2,171212;-1,1304;2;4;1;-3,139006;-0,817893;0,090536;-0,476061;3
231;43;8;15;22;38;42;49;0;0;0,363634;1,4045;2;4;1;-1,724045;-0,252259;2,242747;0,460825;3
232;23;8;9;22;32;38;49;0;0;-1,562673;-0,5218;2;4;1;-2,428023;-0,914208;0,936361;-0,719476;3
233;35;8;9;38;42;46;49;0;0;-0,725605;0,3152;2;4;1;-1,563811;-1,087576;-0,131865;1,332042;3
234;21;8;9;22;32;38;42;0;0;-0,173543;0,8673;2;4;1;-1,897413;1,496303;-0,629202;0,683226;3
235;67;9;15;32;38;42;46;0;0;0,262065;1,3029;2;4;1;-1,062096;-0,455397;1,191158;0,850465;3
236;78;15;22;32;38;42;46;0;0;-1,815720;-0,7749;2;4;1;-2,052393;-3,075175;-0,112601;1,608729;3
237;3;8;9;15;22;32;46;0;0;-1,993903;-0,9531;2;4;1;-2,026125;-0,767108;-2,509103;1,314530;3
238;19;8;9;15;38;46;49;0;0;-2,303426;-1,2626;2;4;1;-0,747758;-1,652334;-1,230735;-0,976025;3
239;74;9;22;32;38;46;49;0;0;-0,112251;0,9286;2;4;1;-1,619849;0,875507;0,726218;-0,206378;3
240;44;8;15;22;38;46;49;0;0;-0,265043;0,7758;2;4;1;-1,367678;-0,516688;0,735849;0,618432;3
241;47;8;15;32;38;42;49;0;0;0,011646;1,0525;2;4;1;-0,792413;0,898272;0,510822;-0,593390;3
242;8;8;9;15;22;42;46;0;0;-0,301817;0,7390;2;4;1;-0,996426;0,066458;0,340081;-0,013747;3
243;22;8;9;22;32;38;46;0;0;-1,339834;-0,2990;2;4;1;-2,559362;0,504255;-0,050434;-0,574127;3
244;69;9;15;32;38;46;49;0;0;-1,279418;-0,2386;2;4;1;-1,256478;0,128625;-0,426064;-1,004920;3
245;5;8;9;15;22;38;42;0;0;-1,428269;-0,3874;2;4;1;-2,257282;0,902650;-1,742082;0,240176;3
246;52;8;22;32;38;42;49;0;0;-1,013676;0,0272;2;4;1;-1,527912;0,765182;-0,986445;-0,278176;3
247;2;8;9;15;22;32;42;0;0;-3,351950;-2,3111;2;4;1;-2,928863;-1,954414;-0,263204;-1,557420;3
248;17;8;9;15;38;42;46;0;0;-0,578505;0,4623;2;4;1;-2,352722;0,332638;1,899514;-1,036441;3
249;76;9;22;38;42;46;49;0;0;-1,449722;-0,4089;2;4;1;-2,277421;-0,612128;0,205239;-0,215134;3
250;33;8;9;32;38;46;49;0;0;-2,180405;-1,1396;2;4;1;-1,844877;-0,823146;-0,552150;-1,140637;3
251;73;9;22;32;38;42;49;0;0;-0,717287;0,3236;2;4;1;-0,546371;-2,886922;1,060695;0,938024;3
252;56;8;32;38;42;46;49;0;0;-1,378798;-0,3379;2;4;1;-2,407884;-2,792358;1,900390;0,542256;3
253;8;8;17;18;19;39;47;0;0;-0,090742;-0,3264;3;3;0;-0,697849;0,144473;0,191755;-0,493397;4
254;67;17;18;27;35;39;47;0;0;1,314111;1,0784;3;3;0;0,943015;1,587452;-0,490333;1,178988;4
255;66;17;18;19;39;47;49;0;0;-0,681700;-0,9174;3;3;0;-0,573514;-1,738055;-0,788035;1,345351;4
256;55;8;19;35;39;47;49;0;0;-0,257565;-0,4933;3;3;0;1,474501;-0,070048;-0,021890;-0,354178;4
257;34;8;17;27;39;47;49;0;0;0,955695;0,7200;3;3;0;-0,663700;-1,307262;2,465674;0,496900;4
258;28;8;17;19;35;39;49;0;0;0,488590;0,2529;3;3;0;-1,052464;-1,057718;0,674208;1,229772;4
259;16;8;17;18;27;47;49;0;0;-2,597133;-2,8328;3;3;0;0,605036;-0,979790;-1,601462;-1,917114;4
260;35;8;17;35;39;47;49;0;0;0,238354;0,0026;3;3;0;-1,121636;-0,076177;0,802920;-0,313901;4
261;53;8;19;27;35;47;49;0;0;-0,336932;-0,5726;3;3;0;-1,215325;-0,106823;0,044655;-0,521416;4
262;62;17;18;19;27;47;49;0;0;0,005308;-0,2304;3;3;0;-0,665452;-0,362496;-0,512223;0,883912;4
263;59;17;18;19;27;35;49;0;0;1,506716;1,2710;3;3;0;-0,857207;0,716236;1,196937;0,696535;4
264;30;8;17;19;39;47;49;0;0;1,139199;0,9035;3;3;0;-1,492013;-0,028895;1,740681;0,261365;4
265;54;8;19;27;39;47;49;0;0;-0,117028;-0,3527;3;3;0;0,031521;-0,551624;0,272310;0,076615;4
266;20;8;17;18;39;47;49;0;0;-0,796454;-1,0322;3;3;0;0,018387;-1,014814;0,746882;-1,111567;4
267;5;8;17;18;19;35;39;0;0;1,123529;0,8878;3;3;0;-1,386066;1,142651;-0,476323;1,279681;4
268;24;8;17;19;27;39;47;0;0;0,062432;-0,1733;3;3;0;2,112809;0,675959;-0,116454;-0,451369;4
269;47;8;18;27;35;39;49;0;0;0,966816;0,7311;3;3;0;1,165416;0,946517;1,371181;-0,643124;4
270;68;17;18;27;35;39;49;0;0;-0,491117;-0,7268;3;3;0;-0,594529;-0,035899;-1,106751;0,292011;4
271;37;8;18;19;27;35;47;0;0;1,740269;1,5046;3;3;0;-0,116454;2,456918;0,241664;0,315652;4
272;17;8;17;18;35;39;47;0;0;1,023434;0,7877;3;3;0;0,312587;1,952575;-1,224081;1,044146;4
273;3;8;17;18;19;27;47;0;0;-0,573518;-0,8092;3;3;0;0,284568;-2,442033;2,430650;-0,981979;4
274;23;8;17;19;27;35;49;0;0;-1,029501;-1,2652;3;3;0;-0,483328;-0,230281;-0,076177;-1,476690;4
275;15;8;17;18;27;39;49;0;0;2,092619;1,8569;3;3;0;0,438673;1,449109;1,184679;0,990735;4
276;26;8;17;19;27;47;49;0;0;-0,580089;-0,8158;3;3;0;0,930757;-0,493835;-0,513098;0,002189;4
277;41;8;18;19;27;47;49;0;0;0,027551;-0,2082;3;3;0;-1,939441;1,448233;-0,303831;-1,096682;4
278;32;8;17;27;35;39;49;0;0;-0,065971;-0,3017;3;3;0;1,099746;-2,230139;1,716165;0,399709;4
279;49;8;18;27;39;47;49;0;0;0,718097;0,4824;3;3;0;1,017441;1,401826;-1,027948;0,869903;4
280;79;18;19;27;35;39;49;0;0;0,254532;0,0188;3;3;0;-0,603284;0,242540;-1,569065;1,767387;4
281;38;8;18;19;27;35;49;0;0;0,171625;-0,0641;3;3;0;-0,607662;0,219774;-0,232908;0,310398;4
282;29;8;17;19;35;47;49;0;0;1,189752;0,9540;3;3;0;-1,008685;0,621672;0,844073;0,594966;4
283;69;17;18;27;35;47;49;0;0;0,005308;-0,2304;3;3;0;0,168990;-0,654069;0,147100;0,516163;4
284;77;17;27;35;39;47;49;0;0;2,111324;1,8756;3;3;0;0,316965;0,519227;1,304636;1,833057;4
285;71;17;18;35;39;47;49;0;0;-1,007257;-1,2430;3;3;0;-2,595262;-0,890479;-1,279243;0,425101;4
286;52;8;19;27;35;39;49;0;0;1,302484;1,0668;3;3;0;-0,165487;1,167167;-0,467567;1,556369;4
287;60;17;18;19;27;39;47;0;0;0,346031;0,1103;3;3;0;-0,351989;0,740753;-0,341482;0,200073;4
288;58;17;18;19;27;35;47;0;0;-0,365747;-0,6015;3;3;0;0,171616;0,168114;-0,070048;-0,731559;4
289;12;8;17;18;27;35;47;0;0;-0,338449;-0,5742;3;3;0;0,469319;0,182124;0,004378;-0,772712;4
290;46;8;18;27;35;39;47;0;0;0,310644;0,0749;3;3;0;-0,689093;0,321343;-0,130464;0,347173;4
291;39;8;18;19;27;39;47;0;0;0,043727;-0,1920;3;3;0;-0,464941;0,268807;1,280994;-1,474063;4
292;56;8;27;35;39;47;49;0;0;0,035639;-0,2001;3;3;0;-0,376506;0,238162;-0,048158;-0,128275;4
293;73;17;19;27;35;39;49;0;0;0,772694;0,5370;3;3;0;-0,378257;0,056038;1,525285;-0,242977;4
294;44;8;18;19;35;47;49;0;0;1,805481;1,5698;3;3;0;0,757389;0,229406;2,111933;0,785846;4
295;72;17;19;27;35;39;47;0;0;-1,443526;-1,6792;3;3;0;-0,156731;-2,833423;1,065598;-0,732435;4
296;25;8;17;19;27;39;49;0;0;-0,127645;-0,3634;3;3;0;-0,008756;-0,082306;0,028019;-0,166801;4
297;11;8;17;18;27;35;39;0;0;0,395068;0,1594;3;3;0;0,164612;-0,068296;-0,603284;1,355858;4
298;51;8;19;27;35;39;47;0;0;-1,123528;-1,3592;3;3;0;0,899235;-1,591830;0,643562;-0,997740;4
299;14;8;17;18;27;39;47;0;0;-0,059399;-0,2951;3;3;0;-0,681212;-1,018316;-0,286319;1,201753;4
300;65;17;18;19;35;47;49;0;0;-0,457248;-0,6930;3;3;0;0,969283;-1,086613;-0,989422;1,284059;4
301;50;8;18;35;39;47;49;0;0;1,495595;1,2599;3;3;0;0,146224;1,347540;-0,018387;1,261294;4
302;78;18;19;27;35;39;47;0;0;0,083159;-0,1525;3;3;0;-0,321343;0,579643;0,807298;-1,242906;4
303;43;8;18;19;35;39;49;0;0;1,837329;1,6016;3;3;0;1,352793;-0,518352;1,279243;2,421456;4
304;31;8;17;27;35;39;47;0;0;0,129667;-0,1060;3;3;0;1,178550;0,232032;1,371181;-1,378623;4
305;4;8;17;18;19;27;49;0;0;0,001769;-0,2339;3;3;0;-1,390444;-0,270559;0,809049;-0,535426;4
306;57;17;18;19;27;35;39;0;0;-0,284863;-0,5206;3;3;0;-1,515654;-0,901862;1,305511;-0,897046;4
307;21;8;17;19;27;35;39;0;0;1,828230;1,5925;3;3;0;-0,117330;0,559505;0,566510;2,040573;4
308;45;8;18;19;39;47;49;0;0;-0,184264;-0,4200;3;3;0;0,039402;0,900987;-0,455309;-0,764832;4
309;74;17;19;27;35;47;49;0;0;-1,423305;-1,6590;3;3;0;-0,830939;-1,695151;-0,072674;-0,697411;4
310;76;17;19;35;39;47;49;0;0;-0,747924;-0,9836;3;3;0;0,695222;-2,281799;-0,134842;1,121199;4
311;27;8;17;19;35;39;47;0;0;0,861666;0,6260;3;3;0;-0,679461;-0,005254;0,582270;0,915434;4
312;80;18;19;27;35;47;49;0;0;-2,464686;-2,7004;3;3;0;1,299382;-1,384315;-1,885155;-0,999491;4
313;10;8;17;18;19;47;49;0;0;0,144327;-0,0914;3;3;0;-0,041153;-0,893106;0,042904;1,100184;4
314;36;8;18;19;27;35;39;0;0;-0,464325;-0,7000;3;3;0;-0,551624;-1,653998;0,426414;0,423350;4
315;63;17;18;19;35;39;47;0;0;0,336932;0,1012;3;3;0;0,729370;-1,386066;1,377310;0,592340;4
316;64;17;18;19;35;39;49;0;0;1,286813;1,0511;3;3;0;-0,673332;-0,370376;0,586648;2,012554;4
317;48;8;18;27;35;47;49;0;0;-0,389001;-0,6247;3;3;0;-0,116454;-1,338784;-0,108574;0,773588;4
318;18;8;17;18;35;39;49;0;0;0,287896;0,0522;3;3;0;0,799418;-0,250420;-0,210143;0,959214;4
319;42;8;18;19;35;39;47;0;0;2,110313;1,8746;3;3;0;0,773150;0,304707;1,400951;1,949511;4
320;61;17;18;19;27;39;49;0;0;0,704449;0,4687;3;3;0;-0,085808;-0,849326;1,620725;0,448742;4
321;1;8;17;18;19;27;35;0;0;1,485990;1,2503;3;3;0;0,464065;-0,267932;0,859834;1,981908;4
322;6;8;17;18;19;35;47;0;0;-1,763522;-1,9992;3;3;0;0,912369;-1,069976;-1,657500;-0,327034;4
323;81;18;19;27;39;47;49;0;0;-0,721131;-0,9568;3;3;0;0,581395;-1,125139;-0,760891;0,636995;4
324;83;18;27;35;39;47;49;0;0;0,734275;0,4986;3;3;0;-0,689093;-0,619045;0,752136;1,138710;4
325;82;18;19;35;39;47;49;0;0;-1,327254;-1,5630;3;3;0;0,328348;-2,878954;-0,765269;1,345351;4
326;70;17;18;27;39;47;49;0;0;-0,618509;-0,8542;3;3;0;0,642686;-1,219703;0,883475;-0,735061;4
327;13;8;17;18;27;35;49;0;0;-0,524987;-0,7607;3;3;0;0,773150;-0,834441;-0,968407;0,893544;4
328;19;8;17;18;35;47;49;0;0;1,240305;1,0046;3;3;0;0,286319;-0,100693;1,601462;0,647502;4
329;7;8;17;18;19;35;49;0;0;0,653390;0,4177;3;3;0;1,759069;1,085737;0,936010;-0,890042;4
330;9;8;17;18;19;39;49;0;0;-0,281324;-0,5170;3;3;0;-1,026196;0,382635;0,099818;-0,969721;4
331;75;17;19;27;39;47;49;0;0;2,535459;2,2998;3;3;0;0,158483;0,809049;0,208391;3,374103;4
332;84;19;27;35;39;47;49;0;0;0,925363;0,6897;3;3;0;0,134842;-0,820432;1,109378;1,313829;4
333;40;8;18;19;27;39;49;0;0;1,308045;1,0723;3;3;0;0,587524;-0,643562;0,343233;2,565929;4
334;2;8;17;18;19;27;39;0;0;0,029068;-0,2066;3;3;0;0,583146;-1,052464;0,260052;0,842760;4
335;33;8;17;27;35;47;49;0;0;-0,559869;-0,7956;3;3;0;1,121636;-1,365927;-0,598031;0,994237;4
336;22;8;17;19;27;35;47;0;0;1,927818;1,6921;3;3;0;0,745131;0,353740;1,473625;1,511714;4
337;34;3;6;28;37;46;48;0;0;-0,208781;-0,2088;4;3;0;-0,309085;-0,643474;0,026443;0,255411;5
338;12;3;6;14;28;34;46;0;0;-1,727378;-1,7274;4;3;0;-0,371252;-0,950808;-0,920950;-1,120148;5
339;38;3;14;19;28;34;48;0;0;1,457427;1,4574;4;3;0;-0,781906;-0,893019;2,063951;1,353406;5
340;27;3;6;19;34;37;46;0;0;-0,719362;-0,7194;4;3;0;0,112076;0,656783;-0,433244;-1,469510;5
341;4;3;6;14;19;28;48;0;0;0,062179;0,0622;4;3;0;-1,226708;0,369588;-0,011208;-0,250683;5
342;45;3;14;19;37;46;48;0;0;-0,924605;-0,9246;4;3;0;-0,011383;-1,267773;-0,653018;0,319329;5
343;47;3;14;28;34;37;48;0;0;0,922583;0,9226;4;3;0;0,389639;-0,160146;0,408202;1,349904;5
344;52;3;19;28;34;37;48;0;0;-1,786019;-1,7860;4;3;0;1,047211;-0,981454;-1,263307;-0,848714;5
345;11;3;6;14;28;34;37;0;0;0,184011;0,1840;4;3;0;0,108574;-0,276600;1,384490;-0,789173;5
346;13;3;6;14;28;34;48;0;0;-0,180977;-0,1810;4;3;0;-0,051660;1,351130;-1,096069;-0,568523;5
347;54;3;19;28;37;46;48;0;0;0,151152;0,1512;4;3;0;-1,492013;0,574477;0,482628;-0,795302;5
348;46;3;14;28;34;37;46;0;0;-0,230013;-0,2300;4;3;0;1,895662;-1,429758;1,915100;-0,883737;5
349;51;3;19;28;34;37;46;0;0;1,177367;1,1774;4;3;0;-0,124334;1,111217;0,847750;0,080292;5
350;70;6;14;28;37;46;48;0;0;-1,582798;-1,5828;4;3;0;-0,626050;-2,335122;0,308384;-0,714748;5
351;6;3;6;14;19;34;46;0;0;-0,623312;-0,6233;4;3;0;-0,068296;-1,540083;-0,189829;0,650304;5
352;63;6;14;19;34;37;46;0;0;-0,871525;-0,8715;4;3;0;0,050784;-0,754675;0,272485;-1,027335;5
353;39;3;14;19;28;37;46;0;0;-2,089333;-2,0893;4;3;0;0,986795;-1,452523;-0,793989;-1,372319;5
354;67;6;14;28;34;37;46;0;0;-0,207770;-0,2078;4;3;0;-1,159287;0,085020;-0,477899;0,033010;5
355;71;6;14;34;37;46;48;0;0;-0,522206;-0,5222;4;3;0;0,906240;-1,392107;-0,851778;1,339397;5
356;28;3;6;19;34;37;48;0;0;0,447390;0,4474;4;3;0;-0,342357;-2,617939;1,755742;1,637099;5
357;77;6;28;34;37;46;48;0;0;-3,275799;-3,2758;4;3;0;-0,316090;-1,878062;-1,980419;-1,815370;5
358;23;3;6;19;28;34;48;0;0;0,397342;0,3973;4;3;0;-0,057789;-0,112864;-0,959476;1,760557;5
359;33;3;6;28;34;46;48;0;0;0,424641;0,4246;4;3;0;-0,747758;0,912457;0,295250;-0,472208;5
360;2;3;6;14;19;28;37;0;0;-0,198671;-0,1987;4;3;0;-0,346735;-0,576053;1,510575;-1,278630;5
361;57;6;14;19;28;34;37;0;0;0,568210;0,5682;4;3;0;-0,909742;-0,125122;0,592077;0,517214;5
362;1;3;6;14;19;28;34;0;0;-1,552972;-1,5530;4;3;0;-0,110325;-1,678427;-1,494464;0,483065;5
363;56;3;28;34;37;46;48;0;0;1,446306;1,4463;4;3;0;-0,417658;0,095527;0,804846;1,604702;5
364;29;3;6;19;34;46;48;0;0;-0,005055;-0,0051;4;3;0;-0,483328;1,637449;-0,587349;-1,058856;5
365;61;6;14;19;28;37;48;0;0;-1,171806;-1,1718;4;3;0;0,506094;-1,984885;1,058769;-1,103512;5
366;74;6;19;28;34;46;48;0;0;-0,642522;-0,6425;4;3;0;2,188986;-1,280907;0,217323;-0,049296;5
367;21;3;6;19;28;34;37;0;0;0,532317;0,5323;4;3;0;0,015761;-1,277405;0,671756;1,527649;5
368;8;3;6;14;19;37;46;0;0;0,877591;0,8776;4;3;0;-0,882599;0,676922;1,604264;-0,761154;5
369;26;3;6;19;28;46;48;0;0;1,703618;1,7036;4;3;0;-1,013063;0,096403;1,677814;1,176536;5
370;68;6;14;28;34;37;48;0;0;-0,385210;-0,3852;4;3;0;-1,189933;-1,108415;-0,457761;0,898973;5
371;9;3;6;14;19;37;48;0;0;-0,829061;-0,8291;4;3;0;0,513098;-0,747670;-0,871917;0,183612;5
372;15;3;6;14;28;37;48;0;0;-0,527768;-0,5278;4;3;0;-0,409778;-0,715273;1,096419;-1,295267;5
373;79;14;19;28;34;37;48;0;0;-0,964036;-0,9640;4;3;0;-0,616418;-2,040047;0,142021;0,228267;5
374;37;3;14;19;28;34;46;0;0;1,226403;1,2264;4;3;0;-0,028019;1,569153;0,876645;-0,321606;5
375;32;3;6;28;34;37;48;0;0;-1,186972;-1,1870;4;3;0;1,720543;-2,511993;0,341657;0,114440;5
376;7;3;6;14;19;34;48;0;0;-0,493392;-0,4934;4;3;0;-0,303831;-0,745043;1,197988;-1,307525;5
377;35;3;6;34;37;46;48;0;0;-1,270384;-1,2704;4;3;0;-1,888657;-0,197797;-0,105772;-1,896800;5
378;14;3;6;14;28;37;46;0;0;-1,831516;-1,8315;4;3;0;0,034148;-0,161022;-0,808874;-2,202382;5
379;17;3;6;14;34;37;46;0;0;-0,096555;-0,0966;4;3;0;0,062167;0,114790;1,268911;-1,550940;5
380;25;3;6;19;28;37;48;0;0;-0,684986;-0,6850;4;3;0;-1,461367;-0,741541;1,036879;-1,481768;5
381;62;6;14;19;28;46;48;0;0;-0,755760;-0,7558;4;3;0;-0,747758;-0,452595;0,008931;-0,865350;5
382;44;3;14;19;34;46;48;0;0;-0,902362;-0,9024;4;3;0;-0,260052;-0,958688;0,364422;-0,968670;5
383;42;3;14;19;34;37;46;0;0;-0,448906;-0,4489;4;3;0;-0,504342;-0,335265;-0,300154;-0,142109;5
384;30;3;6;19;37;46;48;0;0;-1,510002;-1,5100;4;3;0;0,437797;-2,259821;0,224327;-0,579906;5
385;49;3;14;28;37;46;48;0;0;-1,569654;-1,5697;4;3;0;-0,007880;-2,830709;0,588574;-0,476586;5
386;31;3;6;28;34;37;46;0;0;0,828049;0,8280;4;3;0;0,946517;-0,691632;1,566613;0,559242;5
387;41;3;14;19;28;46;48;0;0;-0,843720;-0,8437;4;3;0;-1,831743;0,444014;-0,307158;-1,598222;5
388;75;6;19;28;37;46;48;0;0;0,465083;0,4651;4;3;0;-0,893982;-0,225816;0,870516;0,160847;5
389;53;3;19;28;34;46;48;0;0;1,443273;1,4433;4;3;0;-0,436922;1,087576;1,078907;0,333339;5
390;55;3;19;34;37;46;48;0;0;-1,898750;-1,8988;4;3;0;-1,430721;-1,011224;-1,430546;-0,846962;5
391;3;3;6;14;19;28;46;0;0;0,195132;0,1951;4;3;0;-0,112952;0,232120;0,300504;-0,194645;5
392;64;6;14;19;34;37;48;0;0;-1,740015;-1,7400;4;3;0;-0,335353;-0,545408;-1,843826;-0,624561;5
393;20;3;6;14;37;46;48;0;0;0,133964;0,1340;4;3;0;-0,595404;1,127853;0,281241;-1,177061;5
394;18;3;6;14;34;37;48;0;0;-0,164295;-0,1643;4;3;0;0,709231;-1,330816;0,042204;1,004044;5
395;76;6;19;34;37;46;48;0;0;1,513035;1,5130;4;3;0;-0,203138;-0,598819;2,239070;0,980403;5
396;48;3;14;28;34;46;48;0;0;-0,612696;-0,6127;4;3;0;0,114703;-1,596996;-0,108399;0,644175;5
397;81;14;19;28;37;46;48;0;0;-1,815339;-1,8153;4;3;0;0,069172;-2,230051;-0,655645;-0,258563;5
398;59;6;14;19;28;34;48;0;0;-1,359861;-1,3599;4;3;0;-1,158411;-0,334389;0,601708;-2,622668;5
399;40;3;14;19;28;37;48;0;0;-0,761321;-0,7613;4;3;0;-1,123387;0,080642;-0,829013;-0,570275;5
400;83;14;28;34;37;46;48;0;0;-0,490864;-0,4909;4;3;0;-0,902738;-0,740665;-1,862214;1,752677;5
401;82;14;19;34;37;46;48;0;0;-0,188560;-0,1886;4;3;0;0,893982;-0,632967;-0,396469;0,702840;5
402;84;19;28;34;37;46;48;0;0;-1,246624;-1,2466;4;3;0;-0,306458;-0,717024;1,404628;-2,846820;5
403;60;6;14;19;28;37;46;0;0;-0,730483;-0,7305;4;3;0;-1,201315;0,780242;-0,723066;-1,322410;5
404;65;6;14;19;34;46;48;0;0;-0,268434;-0,2684;4;3;0;0,023641;-0,484992;-0,509421;0,529472;5
405;16;3;6;14;28;46;48;0;0;-1,578753;-1,5788;4;3;0;-1,949949;-0,372040;-0,857907;-1,504534;5
406;36;3;14;19;28;34;37;0;0;0,870514;0,8705;4;3;0;-0,515725;0,311799;0,031697;1,164278;5
407;10;3;6;14;19;46;48;0;0;0,303820;0,3038;4;3;0;-1,979719;-0,674996;1,066649;0,134579;5
