# elotto v3 mode=649 focus=off score=high items=8000/8000 ranked=7834 excl=166 void=0 blocks=52 paused_ms=0 pass_mean=-0,000000 pass_sigma=1,001305 pass_chi2=7853,4627 pass_stouffer=-0,0000 v_eff=1,0127 null_flags=0 flush_timeouts=0 drift_t=0.10 unlimited=on runs_cap=500 rounds=18 run_s=2,00 run_segs=52174 gap_s=0,80
# nodes=master,192.168.178.103,192.168.178.155,192.168.178.145
order;item;n1;n2;n3;n4;n5;n6;e1;e2;z_raw;z_ctr;block;k;skip_rank;z0;z1;z2;z3;round
1475;167;6;12;17;19;27;39;0;0;-1,327867;-1,2619;9;4;0;-0,679195;-1,449713;0,810824;-1,337649;4
1476;409;12;15;22;27;32;39;0;0;0,172616;0,2386;9;4;0;0,850077;-1,431758;0,806490;0,120422;4
1477;204;6;15;17;19;32;39;0;0;0,174164;0,2402;9;4;0;-0,844505;0,157571;-0,394020;1,429282;4
1478;233;6;17;19;22;27;39;0;0;0,427701;0,4937;9;4;0;-0,265610;0,883820;0,714238;-0,477046;4
1479;163;6;12;17;19;22;32;0;0;0,313470;0,3795;9;4;0;0,876700;-0,951926;0,405288;0,296877;4
1480;143;6;12;15;19;22;32;0;0;1,765969;1,8320;9;4;0;0,385723;2,957935;0,506208;-0,317928;4
1481;56;6;7;12;32;39;40;0;0;0,622420;0,6884;9;4;0;0,924993;0,673932;-0,112312;-0,241774;4
1482;182;6;12;19;22;27;32;0;0;1,510575;1,5766;9;4;0;0,621615;1,176673;1,002757;0,220104;4
1483;287;7;12;15;32;39;40;0;0;-0,551777;-0,4858;9;4;0;-0,317618;1,721515;-0,862708;-1,644742;4
1484;26;6;7;12;17;19;40;0;0;-0,388634;-0,3226;9;4;0;1,347246;-0,792188;0,717334;-2,049659;4
1485;58;6;7;15;17;19;27;0;0;0,244746;0,3107;9;4;0;1,568278;-1,587781;0,994089;-0,485095;4
1486;131;6;12;15;17;19;40;0;0;-0,654553;-0,5886;9;4;0;-0,149212;-1,683128;0,491968;0,031267;4
1487;53;6;7;12;27;32;39;0;0;-0,122095;-0,0561;9;4;0;1,021579;0,731512;-1,112221;-0,885059;4
1488;338;7;15;17;22;39;40;0;0;2,514508;2,5805;9;4;0;1,573231;1,078849;2,233605;0,143331;4
1489;193;6;12;22;27;32;40;0;0;-0,143454;-0,0775;9;4;0;-0,217318;2,058946;-1,243478;-0,885059;4
1490;270;7;12;15;19;22;39;0;0;1,223294;1,2893;9;4;0;1,144787;0,907348;1,036190;-0,641737;4
1491;453;15;19;22;32;39;40;0;0;-1,313936;-1,2479;9;4;0;-2,233852;-0,105563;0,018327;-0,306783;4
1492;43;6;7;12;19;27;40;0;0;-0,909948;-0,8440;9;4;0;0,669289;0,140235;-0,766741;-1,862679;4
1493;307;7;12;17;32;39;40;0;0;1,093585;1,1596;9;4;0;1,841318;-0,544532;0,864689;0,025694;4
1494;348;7;15;19;22;39;40;0;0;1,246822;1,3128;9;4;0;1,406683;-0,817573;1,002138;0,902395;4
1495;421;12;17;19;27;32;40;0;0;0,030833;0,0968;9;4;0;1,082874;0,072749;0,630655;-1,724611;4
1496;363;7;17;19;22;39;40;0;0;0,153422;0,2194;9;4;0;0,009906;0,690649;-0,130267;-0,263444;4
1497;254;7;12;15;17;19;27;0;0;-2,962083;-2,8961;9;4;0;0,057580;-1,366129;-0,426215;-4,189402;4
1498;342;7;15;17;32;39;40;0;0;-0,423925;-0,3579;9;4;0;0,612947;-0,884440;0,504350;-1,080707;4
1499;457;17;19;22;27;32;40;0;0;-0,001052;0,0649;9;4;0;-1,243850;-0,601493;1,130919;0,712319;4
1500;408;12;15;19;32;39;40;0;0;-0,971243;-0,9052;9;4;0;-0,848839;0,037458;-0,186608;-0,944496;4
1501;443;15;17;19;27;39;40;0;0;-2,338920;-2,2729;9;4;0;-1,080397;-0,468998;-1,048449;-2,079996;4
1502;282;7;12;15;22;32;40;0;0;-0,022413;0,0436;9;4;0;-0,759064;1,041701;1,451013;-1,778476;4
1503;154;6;12;15;22;27;40;0;0;0,090580;0,1566;9;4;0;-0,307093;-0,015169;0,656658;-0,153237;4
1504;79;6;7;15;19;32;39;0;0;0,478780;0,5448;9;4;0;-0,983811;2,228590;0,079002;-0,366221;4
1505;125;6;7;22;32;39;40;0;0;-0,434140;-0,3681;9;4;0;0,300901;-0,563726;0,517352;-1,122808;4
1506;212;6;15;17;22;39;40;0;0;-0,840914;-0,7749;9;4;0;0,328763;-0,260348;-0,530849;-1,219394;4
1507;439;15;17;19;22;32;40;0;0;-1,579547;-1,5136;9;4;0;-0,088537;-1,202058;-1,210045;-0,658454;4
1508;183;6;12;19;22;27;39;0;0;-0,374703;-0,3087;9;4;0;1,429591;-0,262205;-2,290442;0,373650;4
1509;49;6;7;12;22;27;40;0;0;-0,888588;-0,8226;9;4;0;-0,318856;0,569298;-0,860850;-1,166767;4
1510;359;7;17;19;22;27;39;0;0;-0,275022;-0,2090;9;4;0;-0,058199;0,472712;0,485157;-1,449713;4
1511;199;6;15;17;19;22;39;0;0;0,006377;0,0724;9;4;0;1,032104;-1,017554;1,226266;-1,228062;4
1512;197;6;15;17;19;22;27;0;0;0,333592;0,3996;9;4;0;0,780734;0,122899;-1,248431;1,011982;4
1513;354;7;15;22;27;32;40;0;0;-0,841843;-0,7758;9;4;0;-1,789311;0,077702;1,117917;-1,089994;4
1514;247;6;19;22;27;32;39;0;0;0,271678;0,3377;9;4;0;0,905800;2,317746;-1,341921;-1,338268;4
1515;275;7;12;15;19;32;39;0;0;-0,829151;-0,7632;9;4;0;-0,255704;0,309879;-0,241712;-1,470764;4
1516;120;6;7;19;27;39;40;0;0;0,777205;0,8432;9;4;0;-0,008668;-0,170573;2,503549;-0,769899;4
1517;353;7;15;22;27;32;39;0;0;-1,651057;-1,5851;9;4;0;-2,143458;-2,705326;0,666565;0,880106;4
1518;304;7;12;17;27;32;39;0;0;0,134229;0,2002;9;4;0;-1,555895;0,819430;0,903695;0,101229;4
1519;155;6;12;15;22;32;39;0;0;-0,581495;-0,5155;9;4;0;-1,221561;-0,478285;1,470207;-0,933352;4
1520;77;6;7;15;19;27;39;0;0;0,101415;0,1674;9;4;0;-0,834599;1,552490;-0,176702;-0,338359;4
1521;14;6;7;12;15;22;39;0;0;-2,086312;-2,0203;9;4;0;-2,014677;0,421943;-1,517137;-1,062752;4
1522;141;6;12;15;17;39;40;0;0;1,631926;1,6979;9;4;0;1,679104;-0,668360;0,576170;1,676937;4
1523;145;6;12;15;19;22;40;0;0;0,591463;0,6575;9;4;0;0,417299;-0,028171;-1,361734;2,155531;4
1524;310;7;12;19;22;27;40;0;0;-0,856392;-0,7904;9;4;0;-0,454448;-0,471474;0,963132;-1,749995;4
1525;194;6;12;22;27;39;40;0;0;-0,569422;-0,5034;9;4;0;-0,659383;0,222580;-0,883139;0,181098;4
1526;51;6;7;12;22;32;40;0;0;0,237935;0,3039;9;4;0;-1,690249;0,748229;0,172492;1,245397;4
1527;59;6;7;15;17;19;32;0;0;0,332354;0,3983;9;4;0;1,308240;0,620687;-1,172277;-0,091942;4
1528;413;12;15;27;32;39;40;0;0;1,778971;1,8450;9;4;0;0,794355;1,675080;0,896265;0,192243;4
1529;180;6;12;17;27;39;40;0;0;-1,008701;-0,9427;9;4;0;-0,144878;0,429992;-1,471321;-0,831194;4
1530;45;6;7;12;19;32;40;0;0;0,538527;0,6045;9;4;0;1,088446;0,904871;0,407765;-1,324028;4
1531;455;15;22;27;32;39;40;0;0;0,640376;0,7064;9;4;0;-0,638332;0,375508;0,555739;0,987836;4
1532;192;6;12;22;27;32;39;0;0;-0,204130;-0,1381;9;4;0;-0,018574;-0,115469;-0,631769;0,357553;4
1533;303;7;12;17;22;39;40;0;0;-0,820483;-0,7545;9;4;0;0,260657;-0,730274;0,714238;-1,885587;4
1534;314;7;12;19;27;32;39;0;0;1,267254;1,3332;9;4;0;0,183265;0,880725;0,844877;0,625640;4
1535;86;6;7;15;22;32;40;0;0;-0,893850;-0,8279;9;4;0;-0,436493;0,121661;-0,018203;-1,454666;4
1536;85;6;7;15;22;32;39;0;0;-2,022231;-1,9562;9;4;0;-1,469835;-0,523482;-0,744452;-1,306692;4
1537;412;12;15;22;32;39;40;0;0;-0,639384;-0,5734;9;4;0;-0,330620;-1,428662;-0,480699;0,961213;4
1538;317;7;12;19;32;39;40;0;0;0,028975;0,0950;9;4;0;0,313903;0,695602;-1,049688;0,098133;4
1539;114;6;7;19;22;27;40;0;0;-1,188870;-1,1229;9;4;0;-1,700774;-1,066466;1,308611;-0,919111;4
1540;386;12;15;17;19;32;39;0;0;1,517076;1,5831;9;4;0;1,162742;0,806428;1,511070;-0,446089;4
1541;223;6;15;19;27;32;39;0;0;0,922393;0,9884;9;4;0;0,222890;0,308641;0,396001;0,917254;4
1542;328;7;15;17;19;27;39;0;0;0,927965;0,9940;9;4;0;1,040772;2,253355;-0,016964;-1,421233;4
1543;330;7;15;17;19;32;39;0;0;0,625826;0,6918;9;4;0;1,585614;-0,122280;-0,381637;0,169954;4
1544;377;7;19;27;32;39;40;0;0;-0,820173;-0,7542;9;4;0;1,193080;-0,929018;0,798441;-2,702850;4
1545;144;6;12;15;19;22;39;0;0;0,641923;0,7079;9;4;0;-0,682910;1,851534;-0,462125;0,577347;4
1546;117;6;7;19;22;39;40;0;0;-0,155528;-0,0895;9;4;0;-0,451971;-0,554439;0,704332;-0,008978;4
1547;385;12;15;17;19;27;40;0;0;0,336997;0,4030;9;4;0;0,112064;0,592206;-2,179616;2,149340;4
1548;435;15;17;19;22;27;32;0;0;0,687120;0,7531;9;4;0;0,194410;-0,388510;0,789154;0,779186;4
1549;426;12;17;22;27;39;40;0;0;2,268091;2,3341;9;4;0;1,807885;0,748229;2,260228;-0,280160;4
1550;368;7;17;22;27;32;39;0;0;-0,067610;-0,0016;9;4;0;0,834599;-0,160047;0,176207;-0,985978;4
1551;438;15;17;19;22;32;39;0;0;0,614990;0,6810;9;4;0;1,378203;-0,286971;1,073339;-0,934590;4
1552;407;12;15;19;27;39;40;0;0;-0,020555;0,0454;9;4;0;-0,507075;0,894965;-1,347493;0,918492;4
1553;208;6;15;17;22;27;39;0;0;0,336068;0,4021;9;4;0;1,030866;0,670837;-0,402069;-0,627497;4
1554;417;12;17;19;22;32;39;0;0;-0,810886;-0,7449;9;4;0;-0,046435;0,649167;-1,470702;-0,753801;4
1555;24;6;7;12;17;19;32;0;0;2,244563;2,3106;9;4;0;1,642575;-0,732751;1,186641;2,392661;4
1556;84;6;7;15;22;27;40;0;0;-1,133767;-1,0678;9;4;0;0,039006;-0,454138;0,495682;-2,348083;4
1557;3;6;7;12;15;17;27;0;0;0,044455;0,1104;9;4;0;-0,056961;1,460239;-0,837942;-0,476427;4
1558;436;15;17;19;22;27;39;0;0;-1,707399;-1,6414;9;4;0;-0,707056;-0,603970;-0,546947;-1,556824;4
1559;34;6;7;12;17;32;39;0;0;0,558339;0,6243;9;4;0;-1,417208;-0,064081;0,944558;1,653410;4
1560;297;7;12;17;19;39;40;0;0;-0,113426;-0,0474;9;4;0;0,292233;0,079559;-0,838561;0,239916;4
1561;369;7;17;22;27;32;40;0;0;0,720244;0,7862;9;4;0;1,410398;1,155003;-0,455934;-0,668979;4
1562;149;6;12;15;19;32;39;0;0;-0,480266;-0,4143;9;4;0;0,035910;-0,412037;-1,327062;0,742657;4
1563;30;6;7;12;17;22;40;0;0;0,621181;0,6872;9;4;0;-0,647619;-0,023837;1,695573;0,218246;4
1564;202;6;15;17;19;27;39;0;0;-0,176888;-0,1109;9;4;0;0,312665;-0,056032;-0,528992;-0,081417;4
1565;138;6;12;15;17;27;40;0;0;-0,106926;-0,0409;9;4;0;1,350961;-1,952454;0,401573;-0,013931;4
1566;292;7;12;17;19;27;32;0;0;0,366716;0,4327;9;4;0;-1,155313;-0,259729;1,503640;0,644833;4
1567;239;6;17;19;27;32;40;0;0;0,244127;0,3101;9;4;0;0,482309;-1,293071;0,181160;1,117855;4
1568;184;6;12;19;22;27;40;0;0;-0,494197;-0,4282;9;4;0;-0,286661;-0,196577;-0,234282;-0,270873;4
1569;351;7;15;19;27;39;40;0;0;-0,640933;-0,5749;9;4;0;0,642047;-1,268306;0,622606;-1,278212;4
1570;72;6;7;15;19;22;27;0;0;1,500978;1,5670;9;4;0;1,853082;0,714796;-0,277003;0,711081;4
1571;315;7;12;19;27;32;40;0;0;0,352785;0,4188;9;4;0;-0,567750;0,691887;0,647371;-0,065938;4
1572;224;6;15;19;27;32;40;0;0;-0,833484;-0,7675;9;4;0;-0,963999;0,247965;0,069096;-1,020031;4
1573;434;12;22;27;32;39;40;0;0;-1,631864;-1,5659;9;4;0;-0,346099;-2,648366;1,192833;-1,462096;4
1574;102;6;7;17;22;27;32;0;0;-0,013435;0,0526;9;4;0;-1,742256;0,134044;1,124727;0,456615;4
1575;392;12;15;17;22;32;39;0;0;1,250227;1,3162;9;4;0;2,921715;0,580443;-0,355014;-0,646690;4
1576;62;6;7;15;17;22;27;0;0;0,261462;0,3275;9;4;0;-1,163981;1,910352;1,645423;-1,868870;4
1577;80;6;7;15;19;32;40;0;0;0,202953;0,2689;9;4;0;-0,188837;-0,636165;0,445532;0,785377;4
1578;32;6;7;12;17;27;39;0;0;-1,986630;-1,9206;9;4;0;-0,172740;-0,320404;-3,627162;0,147045;4
1579;170;6;12;17;19;32;40;0;0;1,380556;1,4466;9;4;0;1,287189;-0,200910;1,047335;0,627497;4
1580;205;6;15;17;19;32;40;0;0;0,452466;0,5185;9;4;0;-0,447637;0,670837;1,084483;-0,402750;4
1581;243;6;17;22;27;32;40;0;0;-0,718634;-0,6526;9;4;0;0,661859;-1,019412;-0,369873;-0,709842;4
1582;285;7;12;15;27;32;40;0;0;-1,688206;-1,6222;9;4;0;0,076154;-0,665265;-0,862089;-1,925212;4
1583;241;6;17;19;32;39;40;0;0;-0,543108;-0,4771;9;4;0;-0,052008;0,713557;-0,369873;-1,377893;4
1584;357;7;15;27;32;39;40;0;0;1,233510;1,2995;9;4;0;1,412255;2,289265;-1,419313;0,184813;4
1585;459;17;19;22;32;39;40;0;0;-1,139649;-1,0737;9;4;0;-0,964618;-0,441755;-0,688730;-0,184194;4
1586;339;7;15;17;27;32;39;0;0;-1,332510;-1,2665;9;4;0;-0,115160;-0,625020;-0,654677;-1,270163;4
1587;352;7;15;19;32;39;40;0;0;-1,169676;-1,1037;9;4;0;0,359100;-0,781043;-1,735074;-0,182336;4
1588;110;6;7;17;27;39;40;0;0;2,010220;2,0762;9;4;0;1,793026;0,824383;1,693097;-0,290066;4
1589;249;6;19;22;27;39;40;0;0;-0,372536;-0,3065;9;4;0;-0,612947;0,483238;-0,112312;-0,503050;4
1590;288;7;12;17;19;22;27;0;0;-1,053434;-1,5418;10;4;0;-1,999818;-0,053184;0,948520;-1,002386;4
1591;397;12;15;17;27;39;40;0;0;0,386993;-0,1013;10;4;0;0,915706;1,878529;-0,669908;-1,350341;4
1592;424;12;17;22;27;32;39;0;0;0,727519;0,2392;10;4;0;-2,756405;3,591685;-0,282327;0,902085;4
1593;19;6;7;12;15;32;39;0;0;0,354797;-0,1335;10;4;0;0,434016;2,569487;-2,187417;-0,106492;4
1594;97;6;7;17;19;27;39;0;0;1,303937;0,8156;10;4;0;1,564563;0,036591;2,646818;-1,640098;4
1595;88;6;7;15;27;32;39;0;0;1,902644;1,4143;10;4;0;0,271183;0,029161;1,323099;2,181845;4
1596;9;6;7;12;15;19;32;0;0;0,469648;-0,0187;10;4;0;1,283474;0,203139;0,713867;-1,261185;4
1597;82;6;7;15;22;27;32;0;0;-0,655946;-1,1443;10;4;0;1,574470;-1,316227;-0,081726;-1,488409;4
1598;15;6;7;12;15;22;40;0;0;1,268026;0,7797;10;4;0;0,120113;2,466710;0,586324;-0,637094;4
1599;153;6;12;15;22;27;39;0;0;1,107670;0,6193;10;4;0;0,764636;1,599916;-0,086679;-0,062533;4
1600;165;6;12;17;19;22;40;0;0;0,582950;0,0946;10;4;0;-1,454976;0,785130;-0,236511;2,072257;4
1601;44;6;7;12;19;32;39;0;0;0,598119;0,1098;10;4;0;0,687863;0,023589;-0,292233;0,777019;4
1602;37;6;7;12;19;22;27;0;0;0,084853;-0,4035;10;4;0;0,039006;0,257004;0,160357;-0,286661;4
1603;452;15;19;22;27;39;40;0;0;0,671797;0,1835;10;4;0;0,621615;0,543666;0,664955;-0,486643;4
1604;11;6;7;12;15;19;40;0;0;0,296598;-0,1917;10;4;0;-1,419066;0,900909;0,604898;0,506455;4
1605;232;6;17;19;22;27;32;0;0;2,088695;1,6004;10;4;0;-0,264991;0,968395;1,615333;1,858654;4
1606;151;6;12;15;19;39;40;0;0;0,734020;0,2457;10;4;0;0,510789;0,715167;0,980716;-0,738632;4
1607;90;6;7;15;27;39;40;0;0;-0,001516;-0,4898;10;4;0;-0,244560;1,030928;0,100920;-0,890321;4
1608;395;12;15;17;27;32;39;0;0;0,371514;-0,1168;10;4;0;0,227843;-0,056899;-0,271802;0,843886;4
1609;214;6;15;17;27;32;40;0;0;0,382349;-0,1060;10;4;0;-1,378822;0,273102;1,552181;0,318237;4
1610;460;17;19;27;32;39;40;0;0;-0,555337;-1,0437;10;4;0;-0,529364;0,100362;-0,616662;-0,065010;4
1611;451;15;19;22;27;32;40;0;0;0,265332;-0,2230;10;4;0;-0,693435;0,790083;0,082965;0,351052;4
1612;266;7;12;15;17;32;40;0;0;0,710803;0,2225;10;4;0;-2,079687;1,472374;1,383156;0,645762;4
1613;57;6;7;15;17;19;22;0;0;1,653441;1,1651;10;4;0;0,073058;1,211097;0,195029;1,827697;4
1614;126;6;7;27;32;39;40;0;0;0,815437;0,3271;10;4;0;-0,365911;0,705880;1,182555;0,108349;4
1615;279;7;12;15;22;27;39;0;0;0,265022;-0,2233;10;4;0;-1,244469;0,643347;0,923755;0,207411;4
1616;78;6;7;15;19;27;40;0;0;1,795843;1,3075;10;4;0;-0,763398;1,202429;0,294710;2,857944;4
1617;186;6;12;19;22;32;40;0;0;0,536825;0,0485;10;4;0;0,126923;1,406126;0,971429;-1,430829;4
1618;94;6;7;17;19;22;39;0;0;-0,740459;-1,2288;10;4;0;-2,175034;1,049502;0,910134;-1,265519;4
1619;404;12;15;19;22;39;40;0;0;-1,173856;-1,6622;10;4;0;-1,958955;-1,483394;1,849986;-0,755349;4
1620;255;7;12;15;17;19;32;0;0;-0,177971;-0,6663;10;4;0;-0,484166;-0,465530;1,280379;-0,686625;4
1621;52;6;7;12;22;39;40;0;0;2,808754;2,3204;10;4;0;0,962761;0,021732;2,708113;1,924902;4
1622;346;7;15;19;22;32;39;0;0;2,112532;1,6242;10;4;0;0,536174;1,274249;1,568897;0,845743;4
1623;93;6;7;17;19;22;32;0;0;-0,634277;-1,1226;10;4;0;-0,423491;-0,593073;0,344860;-0,596850;4
1624;278;7;12;15;22;27;32;0;0;0,815127;0,3268;10;4;0;0,879177;1,312636;0,240226;-0,801785;4
1625;55;6;7;12;27;39;40;0;0;0,883232;0,3949;10;4;0;-0,287280;1,071791;0,253847;0,728107;4
1626;361;7;17;19;22;32;39;0;0;2,966634;2,4783;10;4;0;0,581990;3,642455;0,907038;0,801785;4
1627;419;12;17;19;22;39;40;0;0;0,096926;-0,3914;10;4;0;-1,269853;0,302821;1,444451;-0,283566;4
1628;61;6;7;15;17;19;40;0;0;0,885399;0,3971;10;4;0;-0,859984;1,024117;0,629045;0,977620;4
1629;345;7;15;19;22;27;40;0;0;0,668082;0,1798;10;4;0;-0,192552;-0,782529;1,173887;1,137358;4
1630;104;6;7;17;22;27;40;0;0;1,196516;0,7082;10;4;0;0,328144;1,605488;0,361577;0,097824;4
1631;362;7;17;19;22;32;40;0;0;0,468100;-0,0202;10;4;0;-0,477356;2,742846;-0,381389;-0,947901;4
1632;428;12;17;27;32;39;40;0;0;1,417858;0,9295;10;4;0;-0,019812;2,011024;0,232796;0,611709;4
1633;129;6;12;15;17;19;32;0;0;-0,539239;-1,0276;10;4;0;-1,236420;0,391977;1,050059;-1,284094;4
1634;384;12;15;17;19;27;39;0;0;0,176485;-0,3118;10;4;0;-2,186179;0,979539;0,682910;0,876700;4
1635;4;6;7;12;15;17;32;0;0;0,268427;-0,2199;10;4;0;-0,461877;0,448318;0,122589;0,427825;4
1636;124;6;7;22;27;39;40;0;0;1,056901;0,5686;10;4;0;-0,411108;0,812372;2,145935;-0,433397;4
1637;308;7;12;19;22;27;32;0;0;1,065259;0,5769;10;4;0;-1,241373;1,640779;-0,303378;2,034490;4
1638;347;7;15;19;22;32;40;0;0;1,100241;0,6119;10;4;0;1,068014;1,525620;0,237749;-0,630902;4
1639;422;12;17;19;27;39;40;0;0;0,483578;-0,0047;10;4;0;0,396868;0,603722;0,079250;-0,112683;4
1640;216;6;15;17;32;39;40;0;0;0,031607;-0,4567;10;4;0;-0,958427;-0,211684;1,390585;-0,157261;4
1641;248;6;19;22;27;32;40;0;0;0,441477;-0,0469;10;4;0;0,319476;1,520047;1,097114;-2,053683;4
1642;322;7;12;27;32;39;40;0;0;0,322602;-0,1657;10;4;0;-1,026532;0,714548;2,746499;-1,789311;4
1643;231;6;15;27;32;39;40;0;0;-0,378263;-0,8666;10;4;0;-0,118255;1,684738;-0,154785;-2,168224;4
1644;218;6;15;19;22;27;39;0;0;0,808626;0,3203;10;4;0;0,811072;1,056312;0,157880;-0,408012;4
1645;458;17;19;22;27;39;40;0;0;1,199302;0,7110;10;4;0;-0,406774;0,666874;2,319913;-0,181408;4
1646;326;7;15;17;19;22;40;0;0;0,281430;-0,2069;10;4;0;0,165929;2,062413;-0,969571;-0,695912;4
1647;323;7;15;17;19;22;27;0;0;-0,445129;-0,9335;10;4;0;-0,988764;-1,693901;1,381918;0,410489;4
1648;416;12;17;19;22;27;40;0;0;-1,287777;-1,7761;10;4;0;0,264372;-1,295795;-0,274898;-1,269234;4
1649;425;12;17;22;27;32;40;0;0;0,803673;0,3153;10;4;0;0,337431;-1,019659;0,977620;1,311955;4
1650;313;7;12;19;22;39;40;0;0;0,837106;0,3488;10;4;0;0,389438;1,002447;0,287899;-0,005572;4
1651;365;7;17;19;27;32;40;0;0;1,065878;0,5776;10;4;0;-1,049440;0,967776;0,957808;1,255613;4
1652;181;6;12;17;32;39;40;0;0;1,236451;0,7481;10;4;0;0,386343;2,411607;1,167696;-1,492743;4
1653;135;6;12;15;17;22;40;0;0;0,771168;0,2828;10;4;0;0,795593;0,483609;1,247564;-0,984430;4
1654;6;6;7;12;15;17;40;0;0;0,836797;0,3485;10;4;0;0,395630;0,150513;0,807357;0,320095;4
1655;450;15;19;22;27;32;39;0;0;0,468100;-0,0202;10;4;0;0,495311;-0,697707;1,204225;-0,065629;4
1656;437;15;17;19;22;27;40;0;0;1,570476;1,0821;10;4;0;0,052627;-0,359658;1,871037;1,576946;4
1657;21;6;7;12;15;39;40;0;0;2,106650;1,6183;10;4;0;0,030957;0,599388;3,059164;0,523791;4
1658;250;6;19;22;32;39;40;0;0;0,267500;-0,2208;10;4;0;-0,026623;-0,456862;0,341765;0,676719;4
1659;173;6;12;17;22;27;39;0;0;0,863110;0,3748;10;4;0;0,288519;0,514566;0,087299;0,835837;4
1660;360;7;17;19;22;27;40;0;0;1,676658;1,1883;10;4;0;-0,316380;0,614247;1,872275;1,183174;4
1661;36;6;7;12;17;39;40;0;0;1,498037;1,0097;10;4;0;1,015387;1,279202;1,828936;-1,127452;4
1662;81;6;7;15;19;39;40;0;0;0,722256;0,2339;10;4;0;-0,773923;0,992541;-0,290376;1,516271;4
1663;106;6;7;17;22;32;40;0;0;-0,650375;-1,1387;10;4;0;2,132313;-1,659230;-0,864937;-0,908896;4
1664;123;6;7;22;27;32;40;0;0;-0,115438;-0,6038;10;4;0;-1,276045;0,408074;0,687244;-0,050150;4
1665;300;7;12;17;22;27;40;0;0;2,121200;1,6329;10;4;0;1,215369;3,109995;-0,091013;0,008049;4
1666;391;12;15;17;22;27;40;0;0;1,017895;0,5296;10;4;0;0,307093;1,713838;0,505217;-0,490358;4
1667;350;7;15;19;27;32;40;0;0;1,844755;1,3564;10;4;0;0,637713;1,291585;0,560940;1,199272;4
1668;139;6;12;15;17;32;39;0;0;0,962173;0,4738;10;4;0;1,282236;1,692787;0,986288;-2,036966;4
1669;461;17;22;27;32;39;40;0;0;0,998392;0,5101;10;4;0;0,234654;0,747981;-0,175216;1,189365;4
1670;372;7;17;27;32;39;40;0;0;-0,178281;-0,6666;10;4;0;-1,845652;0,092314;1,079159;0,317618;4
1671;189;6;12;19;27;32;40;0;0;0,079900;-0,4084;10;4;0;-1,115688;1,295919;0,066248;-0,086679;4
1672;157;6;12;15;22;39;40;0;0;-1,426155;-1,9145;10;4;0;-0,211126;0,561002;0,093490;-3,295675;4
1673;210;6;15;17;22;32;39;0;0;1,706687;1,2184;10;4;0;-0,490977;1,988735;0,435254;1,480361;4
1674;122;6;7;22;27;32;39;0;0;-1,080056;-1,5684;10;4;0;-1,552181;-0,500821;-1,216607;1,109496;4
1675;105;6;7;17;22;32;39;0;0;-0,669567;-1,1579;10;4;0;-0,557844;-0,386900;1,417828;-1,812219;4
1676;382;12;15;17;19;22;40;0;0;0,163174;-0,3252;10;4;0;-1,130547;-1,093956;1,480361;1,070491;4
1677;423;12;17;19;32;39;40;0;0;-0,385693;-0,8740;10;4;0;0,633379;1,006162;-0,437731;-1,973195;4
1678;5;6;7;12;15;17;39;0;0;0,300004;-0,1883;10;4;0;-0,623473;-0,025942;1,669817;-0,420395;4
1679;376;7;19;22;32;39;40;0;0;-0,289107;-0,7774;10;4;0;0,566512;-0,445099;0,227843;-0,927470;4
1680;337;7;15;17;22;32;40;0;0;-0,348854;-0,8372;10;4;0;-2,087116;0,894098;-0,018574;0,513885;4
1681;325;7;15;17;19;22;39;0;0;0,058849;-0,4295;10;4;0;0,124447;0,612390;-0,177693;-0,441446;4
1682;271;7;12;15;19;22;40;0;0;2,079717;1,5914;10;4;0;1,901375;1,024117;1,045106;0,188837;4
1683;281;7;12;15;22;32;39;0;0;1,155344;0,6670;10;4;0;1,308240;-0,240783;0,972667;0,270564;4
1684;298;7;12;17;22;27;32;0;0;-1,300779;-1,7891;10;4;0;-1,864227;0,897194;-1,363343;-0,271183;4
1685;174;6;12;17;22;27;40;0;0;1,125006;0,6367;10;4;0;-0,575799;1,412317;0,125066;1,288428;4
1686;112;6;7;19;22;27;32;0;0;0,987247;0,4989;10;4;0;0,627807;-0,065567;1,581280;-0,169025;4
1687;234;6;17;19;22;27;40;0;0;-0,671425;-1,1598;10;4;0;1,358390;0,904624;-0,685387;-2,920477;4
1688;267;7;12;15;17;39;40;0;0;0,544563;0,0562;10;4;0;-1,423400;0,430982;2,367586;-0,286042;4
1689;245;6;17;22;32;39;40;0;0;-1,000187;-1,4885;10;4;0;-0,437112;0,419219;-2,098261;0,115779;4
1690;38;6;7;12;19;22;32;0;0;1,560570;1,0722;10;4;0;1,724301;0,380213;1,118784;-0,102158;4
1691;373;7;19;22;27;32;39;0;0;-0,489707;-0,9780;10;4;0;0,781353;-0,960841;0,338050;-1,137977;4
1692;132;6;12;15;17;22;27;0;0;-0,970778;-1,4591;10;4;0;0,509551;0,396930;-0,955950;-1,892088;4
1693;294;7;12;17;19;27;40;0;0;0,236232;-0,2521;10;4;0;0,983192;-0,355324;0,553510;-0,708914;4
1694;25;6;7;12;17;19;39;0;0;0,952576;0,4642;10;4;0;-1,261186;1,015449;1,508841;0,642047;4
1695;388;12;15;17;19;39;40;0;0;1,264622;0,7763;10;4;0;-1,007339;0,839614;1,016626;1,680342;4
1696;340;7;15;17;27;32;40;0;0;1,906668;1,4183;10;4;0;0,713248;1,513237;2,187417;-0,600565;4
